chrom,start,end,cluster_5mb,target_id,model_name,feature_id,selection_count,mean_abs_selector_score,mean_selector_score,mean_feature_rank,mean_train_presence,age_pearson_r,age_pearson_p,missing_fraction,dataset_mean_shift,tissue_mean_shift,confounding_label,interpretation_note
chr18,6170000,6174999,chr18:5000000-9999999,age_weeks_raw_v24,ridge,chr18:6170000-6174999,2,0.8188992384550771,-0.16660139416606917,134.0,1.0,0.245615,0.190780607754604,0.0,0.035064,0.070748,candidate_signal,target-associated methylation signal; mechanism not inferred
chr2,173180000,173184999,chr2:170000000-174999999,dataset_batch_raw_v24,logistic,chr2:173180000-173184999,5,0.9831340551816081,-0.9831340551816081,138.8,1.0,-0.477552,0.007613807709479467,0.0,0.571622,0.573825,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr15,75640000,75644999,chr15:75000000-79999999,tissue_blood_vs_brain_raw_v24,logistic,chr15:75640000-75644999,5,0.9981999339410159,-0.9981999339410159,3.0,1.0,-0.417094,0.0218432450467633,0.0,0.867488,0.867855,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr5,117240000,117244999,chr5:115000000-119999999,tissue_blood_vs_brain_raw_v24,logistic,chr5:117240000-117244999,5,0.9981042162925275,0.9981042162925275,3.0,1.0,0.492988,0.005640816228390644,0.0,0.704632,0.741507,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr17,26135000,26139999,chr17:25000000-29999999,tissue_blood_vs_brain_raw_v24,logistic,chr17:26135000-26139999,5,0.9980147976250627,-0.9980147976250627,3.8,1.0,-0.400851,0.02814601776539158,0.0,0.759697,0.781319,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr17,35380000,35384999,chr17:35000000-39999999,tissue_blood_vs_brain_raw_v24,logistic,chr17:35380000-35384999,5,0.9979072224098922,-0.9979072224098922,4.2,1.0,-0.420001,0.020848444149407494,0.0,0.776929,0.778937,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr9,110780000,110784999,chr9:110000000-114999999,tissue_blood_vs_brain_raw_v24,logistic,chr9:110780000-110784999,5,0.9977984827434858,-0.9977984827434858,4.2,1.0,-0.395913,0.0303312057967703,0.0,0.742022,0.777825,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr11,4895000,4899999,chr11:0-4999999,tissue_blood_vs_brain_raw_v24,logistic,chr11:4895000-4899999,5,0.9970020845767866,-0.9970020845767866,8.6,1.0,-0.409959,0.024451455781743403,0.0,0.795459,0.82637,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr12,69985000,69989999,chr12:65000000-69999999,tissue_blood_vs_brain_raw_v24,logistic,chr12:69985000-69989999,5,0.9969014140487449,-0.9969014140487449,8.8,1.0,-0.412684,0.02342671059660678,0.0,0.739716,0.742999,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr7,19470000,19474999,chr7:15000000-19999999,tissue_blood_vs_brain_raw_v24,logistic,chr7:19470000-19474999,5,0.9968984034707212,-0.9968984034707212,9.2,1.0,-0.415203,0.022511163329560532,0.0,0.580995,0.582679,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr17,23925000,23929999,chr17:20000000-24999999,tissue_blood_vs_brain_raw_v24,logistic,chr17:23925000-23929999,5,0.9968333270383454,0.9968333270383454,8.8,1.0,0.424317,0.019440384676174063,0.0,0.648298,0.651122,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr6,30505000,30509999,chr6:30000000-34999999,tissue_blood_vs_brain_raw_v24,logistic,chr6:30505000-30509999,5,0.9968223569523562,0.9968223569523562,9.4,1.0,0.400242,0.028408110429385475,0.0,0.727968,0.728371,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr5,140295000,140299999,chr5:140000000-144999999,tissue_blood_vs_brain_raw_v24,logistic,chr5:140295000-140299999,5,0.9963494693580447,0.9963494693580447,11.0,1.0,0.410517,0.024238701407790855,0.0,0.777188,0.778398,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr17,35895000,35899999,chr17:35000000-39999999,tissue_blood_vs_brain_raw_v24,logistic,chr17:35895000-35899999,5,0.996041353332829,-0.9960413533328287,12.4,1.0,-0.402521,0.027436517891508617,0.0,0.735494,0.749736,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr2,143060000,143064999,chr2:140000000-144999999,tissue_blood_vs_brain_raw_v24,logistic,chr2:143060000-143064999,5,0.9956136701056403,-0.9956136701056403,14.2,1.0,-0.401132,0.02802535052846571,0.0,0.57508,0.583503,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr18,76940000,76944999,chr18:75000000-79999999,tissue_blood_vs_brain_raw_v24,logistic,chr18:76940000-76944999,5,0.9950017431841862,-0.9950017431841864,16.8,1.0,-0.430745,0.017489681271441702,0.0,0.4943,0.499452,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr6,102000000,102004999,chr6:100000000-104999999,tissue_blood_vs_brain_raw_v24,logistic,chr6:102000000-102004999,5,0.9943075970585904,0.9943075970585904,21.0,1.0,0.413821,0.02301005607380335,0.0,0.632361,0.637363,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr8,71555000,71559999,chr8:70000000-74999999,tissue_blood_vs_brain_raw_v24,logistic,chr8:71555000-71559999,5,0.9942252879604713,-0.9942252879604713,22.8,1.0,-0.409046,0.02480274303800154,0.0,0.727027,0.733823,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr17,15700000,15704999,chr17:15000000-19999999,tissue_blood_vs_brain_raw_v24,logistic,chr17:15700000-15704999,5,0.9941757342547707,-0.9941757342547707,22.0,1.0,-0.428145,0.01825815826388195,0.0,0.514259,0.52145,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr16,50525000,50529999,chr16:50000000-54999999,tissue_blood_vs_brain_raw_v24,logistic,chr16:50525000-50529999,5,0.9938821841617346,-0.9938821841617343,25.6,1.0,-0.436221,0.015958414198093625,0.0,0.709945,0.736595,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr14,79425000,79429999,chr14:75000000-79999999,tissue_blood_vs_brain_raw_v24,logistic,chr14:79425000-79429999,5,0.9937241660852767,-0.9937241660852767,28.8,1.0,-0.439112,0.01519602573931378,0.0,0.74584,0.747655,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr9,110050000,110054999,chr9:110000000-114999999,tissue_blood_vs_brain_raw_v24,logistic,chr9:110050000-110054999,5,0.993532709998582,0.993532709998582,28.8,1.0,0.423628,0.01965973029665082,0.0,0.600781,0.604264,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr2,130310000,130314999,chr2:130000000-134999999,tissue_blood_vs_brain_raw_v24,logistic,chr2:130310000-130314999,5,0.9934375342072526,0.9934375342072526,28.2,1.0,0.405418,0.026240576357926107,0.0,0.666489,0.668034,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr2,131040000,131044999,chr2:130000000-134999999,tissue_blood_vs_brain_raw_v24,logistic,chr2:131040000-131044999,5,0.9934282009838729,-0.9934282009838731,27.2,1.0,-0.417715,0.02162770479425247,0.0,0.580075,0.608946,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr6,42350000,42354999,chr6:40000000-44999999,tissue_blood_vs_brain_raw_v24,logistic,chr6:42350000-42354999,5,0.9933015700484262,-0.9933015700484262,35.0,1.0,-0.419173,0.02112802083740359,0.0,0.560518,0.57035,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr6,99665000,99669999,chr6:95000000-99999999,tissue_blood_vs_brain_raw_v24,logistic,chr6:99665000-99669999,5,0.9931241027053248,-0.9931241027053248,31.8,1.0,-0.464471,0.009715961971848413,0.0,0.470108,0.472298,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr13,31560000,31564999,chr13:30000000-34999999,tissue_blood_vs_brain_raw_v24,logistic,chr13:31560000-31564999,5,0.9931132884790002,-0.9931132884790002,37.8,1.0,-0.397406,0.029656651507205326,0.0,0.938671,0.958333,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr3,89160000,89164999,chr3:85000000-89999999,tissue_blood_vs_brain_raw_v24,logistic,chr3:89160000-89164999,5,0.993091641604089,-0.9930916416040892,29.0,1.0,-0.422005,0.020184736142253728,0.0,0.655425,0.723994,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr14,31130000,31134999,chr14:30000000-34999999,tissue_blood_vs_brain_raw_v24,logistic,chr14:31130000-31134999,5,0.9929391761674825,-0.9929391761674825,36.0,1.0,-0.399871,0.02856920675495645,0.0,0.627288,0.628261,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr8,108245000,108249999,chr8:105000000-109999999,tissue_blood_vs_brain_raw_v24,logistic,chr8:108245000-108249999,5,0.9926287839854293,0.9926287839854293,38.2,1.0,0.401682,0.02779119412287492,0.0,0.433199,0.442311,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr11,49085000,49089999,chr11:45000000-49999999,tissue_blood_vs_brain_raw_v24,logistic,chr11:49085000-49089999,5,0.9925278642608915,-0.9925278642608915,40.0,1.0,-0.486708,0.00638334698814064,0.0,0.569418,0.587845,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr11,70650000,70654999,chr11:70000000-74999999,tissue_blood_vs_brain_raw_v24,logistic,chr11:70650000-70654999,5,0.9922083058699238,-0.9922083058699238,43.2,1.0,-0.461655,0.010227334334565095,0.0,0.610068,0.613901,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr11,57070000,57074999,chr11:55000000-59999999,tissue_blood_vs_brain_raw_v24,logistic,chr11:57070000-57074999,5,0.9921017739022642,0.9921017739022642,43.4,1.0,0.409045,0.02480323455943183,0.0,0.53671,0.539052,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr10,91000000,91004999,chr10:90000000-94999999,tissue_blood_vs_brain_raw_v24,logistic,chr10:91000000-91004999,5,0.9917462228629571,0.9917462228629571,45.4,1.0,0.492853,0.005655974619966917,0.0,0.512685,0.534898,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr17,67500000,67504999,chr17:65000000-69999999,tissue_blood_vs_brain_raw_v24,logistic,chr17:67500000-67504999,5,0.9916595641231764,0.9916595641231764,45.8,1.0,0.48121,0.007099952711529608,0.0,0.476655,0.483584,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr2,119660000,119664999,chr2:115000000-119999999,tissue_blood_vs_brain_raw_v24,logistic,chr2:119660000-119664999,5,0.9916346567451774,-0.9916346567451774,46.4,1.0,-0.391926,0.03219492373963505,0.0,0.539024,0.540004,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr11,17950000,17954999,chr11:15000000-19999999,tissue_blood_vs_brain_raw_v24,logistic,chr11:17950000-17954999,5,0.9916140257025416,-0.9916140257025416,46.8,1.0,-0.424052,0.019524616933487223,0.0,0.586213,0.58662,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr14,77870000,77874999,chr14:75000000-79999999,tissue_blood_vs_brain_raw_v24,logistic,chr14:77870000-77874999,5,0.9915781603417869,-0.9915781603417868,49.6,1.0,-0.449908,0.012611497887585412,0.0,0.59148,0.594437,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr10,69335000,69339999,chr10:65000000-69999999,tissue_blood_vs_brain_raw_v24,logistic,chr10:69335000-69339999,5,0.9914205126436313,0.9914205126436313,51.0,1.0,0.481625,0.007043632615419081,0.0,0.544268,0.561584,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr15,78570000,78574999,chr15:75000000-79999999,tissue_blood_vs_brain_raw_v24,logistic,chr15:78570000-78574999,5,0.9913973875477483,-0.9913973875477483,50.2,1.0,-0.482314,0.006950887506136309,0.0,0.65945,0.673674,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr9,75555000,75559999,chr9:75000000-79999999,tissue_blood_vs_brain_raw_v24,logistic,chr9:75555000-75559999,5,0.9912810671628269,-0.9912810671628269,54.4,1.0,-0.390947,0.03266601510257386,0.0,0.442931,0.456422,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr4,106845000,106849999,chr4:105000000-109999999,tissue_blood_vs_brain_raw_v24,logistic,chr4:106845000-106849999,5,0.9912194219176144,-0.9912194219176144,57.2,1.0,-0.396608,0.03001551433799968,0.0,0.699222,0.701705,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr13,46035000,46039999,chr13:45000000-49999999,tissue_blood_vs_brain_raw_v24,logistic,chr13:46035000-46039999,5,0.9911468786291426,0.9911468786291426,53.0,1.0,0.461924,0.010177548527948308,0.0,0.435224,0.44559,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr11,89060000,89064999,chr11:85000000-89999999,tissue_blood_vs_brain_raw_v24,logistic,chr11:89060000-89064999,5,0.9911053801395242,-0.9911053801395242,56.2,1.0,-0.381996,0.03724052099615497,0.0,0.718598,0.758071,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr2,32450000,32454999,chr2:30000000-34999999,tissue_blood_vs_brain_raw_v24,logistic,chr2:32450000-32454999,5,0.9910856769409355,-0.9910856769409355,57.2,1.0,-0.408613,0.024971214146469252,0.0,0.550256,0.554204,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr7,16810000,16814999,chr7:15000000-19999999,tissue_blood_vs_brain_raw_v24,logistic,chr7:16810000-16814999,5,0.9910746796338792,0.9910746796338792,56.0,1.0,0.447189,0.013224873487923344,0.0,0.569993,0.575966,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr7,115565000,115569999,chr7:115000000-119999999,tissue_blood_vs_brain_raw_v24,logistic,chr7:115565000-115569999,5,0.9909668035760406,0.9909668035760406,57.4,1.0,0.458141,0.010897126807510885,0.0,0.522672,0.534676,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr7,19380000,19384999,chr7:15000000-19999999,tissue_blood_vs_brain_raw_v24,logistic,chr7:19380000-19384999,5,0.9908287747733473,-0.9908287747733473,60.4,1.0,-0.414799,0.02265607819076544,0.0,0.670831,0.695004,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr14,30005000,30009999,chr14:30000000-34999999,tissue_blood_vs_brain_raw_v24,logistic,chr14:30005000-30009999,5,0.9908090932966859,-0.9908090932966859,60.6,1.0,-0.390855,0.03271089333478968,0.0,0.55968,0.560653,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr12,73285000,73289999,chr12:70000000-74999999,tissue_blood_vs_brain_raw_v24,logistic,chr12:73285000-73289999,5,0.9907762241938473,-0.9907762241938475,60.8,1.0,-0.455328,0.011459274194705755,0.0,0.650258,0.65142,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr9,58250000,58254999,chr9:55000000-59999999,tissue_blood_vs_brain_raw_v24,logistic,chr9:58250000-58254999,5,0.9907363452202788,-0.9907363452202788,60.6,1.0,-0.420992,0.02051790097417285,0.0,0.65852,0.667666,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr19,25140000,25144999,chr19:25000000-29999999,tissue_blood_vs_brain_raw_v24,logistic,chr19:25140000-25144999,5,0.9906859368138001,0.9906859368137999,61.4,1.0,0.514402,0.0036353189245626675,0.0,0.398389,0.447579,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr8,119605000,119609999,chr8:115000000-119999999,tissue_blood_vs_brain_raw_v24,logistic,chr8:119605000-119609999,5,0.9906255559551793,-0.9906255559551793,62.8,1.0,-0.400201,0.02842579931882285,0.0,0.70058,0.73476,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr7,79245000,79249999,chr7:75000000-79999999,tissue_blood_vs_brain_raw_v24,logistic,chr7:79245000-79249999,5,0.9905001448081142,-0.9905001448081142,64.6,1.0,-0.440363,0.014875523273788932,0.0,0.749953,0.754416,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr3,144015000,144019999,chr3:140000000-144999999,tissue_blood_vs_brain_raw_v24,logistic,chr3:144015000-144019999,5,0.9903724494977805,-0.9903724494977805,67.8,1.0,-0.412761,0.023398394055678205,0.0,0.478094,0.487481,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr15,68930000,68934999,chr15:65000000-69999999,tissue_blood_vs_brain_raw_v24,logistic,chr15:68930000-68934999,5,0.9903173935860943,0.9903173935860943,72.6,1.0,0.508683,0.0040991477961009465,0.0,0.477179,0.55788,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr17,87040000,87044999,chr17:85000000-89999999,tissue_blood_vs_brain_raw_v24,logistic,chr17:87040000-87044999,5,0.9902744464198975,0.9902744464198973,70.0,1.0,0.474671,0.008040237225845097,0.0,0.693175,0.701798,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr4,11145000,11149999,chr4:10000000-14999999,tissue_blood_vs_brain_raw_v24,logistic,chr4:11145000-11149999,5,0.9900917066458115,-0.9900917066458115,72.8,1.0,-0.473465,0.008224544621225635,0.0,0.616205,0.713617,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr7,55850000,55854999,chr7:55000000-59999999,tissue_blood_vs_brain_raw_v24,logistic,chr7:55850000-55854999,5,0.9899934732071827,0.9899934732071827,70.8,1.0,0.483709,0.006766209407266806,0.0,0.557422,0.578613,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr1,163775000,163779999,chr1:160000000-164999999,tissue_blood_vs_brain_raw_v24,logistic,chr1:163775000-163779999,5,0.9898894953688974,-0.9898894953688974,73.2,1.0,-0.389497,0.03337455036486808,0.0,0.545114,0.56216,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr2,158710000,158714999,chr2:155000000-159999999,tissue_blood_vs_brain_raw_v24,logistic,chr2:158710000-158714999,5,0.9898754697872443,0.9898754697872445,74.4,1.0,0.466056,0.009437780207933524,0.0,0.552759,0.563941,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr4,153435000,153439999,chr4:150000000-154999999,tissue_blood_vs_brain_raw_v24,logistic,chr4:153435000-153439999,5,0.9897160364568034,0.9897160364568034,78.4,1.0,0.467528,0.009185414092563259,0.0,0.419682,0.430914,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr14,16240000,16244999,chr14:15000000-19999999,tissue_blood_vs_brain_raw_v24,logistic,chr14:16240000-16244999,5,0.9896497172200224,-0.9896497172200223,77.2,1.0,-0.433287,0.016764461453799756,0.0,0.642421,0.644421,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr7,3600000,3604999,chr7:0-4999999,tissue_blood_vs_brain_raw_v24,logistic,chr7:3600000-3604999,5,0.9895981144895064,-0.9895981144895064,78.6,1.0,-0.454274,0.011676135245975477,0.0,0.712768,0.713459,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr2,165865000,165869999,chr2:165000000-169999999,tissue_blood_vs_brain_raw_v24,logistic,chr2:165865000-165869999,5,0.9895512373373332,0.9895512373373332,78.4,1.0,0.468572,0.009009983327477612,0.0,0.634796,0.663096,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr10,95500000,95504999,chr10:95000000-99999999,tissue_blood_vs_brain_raw_v24,logistic,chr10:95500000-95504999,5,0.9894909683739963,-0.9894909683739961,81.2,1.0,-0.469393,0.008874004434055964,0.0,0.699355,0.737517,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr11,83220000,83224999,chr11:80000000-84999999,tissue_blood_vs_brain_raw_v24,logistic,chr11:83220000-83224999,5,0.9894758654258091,-0.9894758654258091,80.2,1.0,-0.51082,0.003920240286907632,0.0,0.696232,0.715787,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr14,78775000,78779999,chr14:75000000-79999999,tissue_blood_vs_brain_raw_v24,logistic,chr14:78775000-78779999,5,0.9894508896820053,0.9894508896820055,83.6,1.0,0.383051,0.03667622351226736,0.0,0.633209,0.642103,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr1,9600000,9604999,chr1:5000000-9999999,tissue_blood_vs_brain_raw_v24,logistic,chr1:9600000-9604999,5,0.989399598191652,0.989399598191652,85.2,1.0,0.44319,0.014172371013467099,0.0,0.581044,0.586188,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr3,121640000,121644999,chr3:120000000-124999999,tissue_blood_vs_brain_raw_v24,logistic,chr3:121640000-121644999,5,0.989368055725846,-0.9893680557258457,80.2,1.0,-0.365319,0.04713054249826618,0.0,0.4882,0.552465,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr5,33130000,33134999,chr5:30000000-34999999,tissue_blood_vs_brain_raw_v24,logistic,chr5:33130000-33134999,5,0.989354835345512,0.989354835345512,84.0,1.0,0.41861,0.02131997688663134,0.0,0.315532,0.318553,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr9,96630000,96634999,chr9:95000000-99999999,tissue_blood_vs_brain_raw_v24,logistic,chr9:96630000-96634999,5,0.9893248705861983,-0.9893248705861983,82.8,1.0,-0.396712,0.02996880043109303,0.0,0.462796,0.474407,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr16,77590000,77594999,chr16:75000000-79999999,tissue_blood_vs_brain_raw_v24,logistic,chr16:77590000-77594999,5,0.9888770836197484,0.9888770836197484,92.2,1.0,0.489783,0.006010000717629841,0.0,0.590073,0.741753,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr5,121825000,121829999,chr5:120000000-124999999,tissue_blood_vs_brain_raw_v24,logistic,chr5:121825000-121829999,5,0.9887791992859027,0.9887791992859027,108.2,1.0,0.463887,0.009820368184172961,0.0,0.613538,0.626781,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr1,164295000,164299999,chr1:160000000-164999999,tissue_blood_vs_brain_raw_v24,logistic,chr1:164295000-164299999,5,0.988615618165203,-0.9886156181652032,95.6,1.0,-0.411882,0.023724550908525734,0.0,0.46003,0.460288,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr14,66855000,66859999,chr14:65000000-69999999,tissue_blood_vs_brain_raw_v24,logistic,chr14:66855000-66859999,5,0.9885892155411728,0.9885892155411728,92.2,1.0,0.472357,0.00839723873765394,0.0,0.492437,0.510198,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr8,22505000,22509999,chr8:20000000-24999999,tissue_blood_vs_brain_raw_v24,logistic,chr8:22505000-22509999,5,0.9885487505172513,0.9885487505172513,95.8,1.0,0.457069,0.011108496106702427,0.0,0.488853,0.502344,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr9,35185000,35189999,chr9:35000000-39999999,tissue_blood_vs_brain_raw_v24,logistic,chr9:35185000-35189999,5,0.9885215312214475,0.9885215312214475,100.6,1.0,0.445707,0.013569681513240919,0.0,0.560127,0.567031,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr4,152280000,152284999,chr4:150000000-154999999,tissue_blood_vs_brain_raw_v24,logistic,chr4:152280000-152284999,5,0.9885142035459804,-0.9885142035459804,96.8,1.0,-0.479958,0.00727238633745029,0.0,0.521118,0.530439,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr17,31055000,31059999,chr17:30000000-34999999,tissue_blood_vs_brain_raw_v24,logistic,chr17:31055000-31059999,5,0.988428597553004,-0.988428597553004,99.0,1.0,-0.418747,0.0212731468604851,0.0,0.378877,0.379928,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr5,104020000,104024999,chr5:100000000-104999999,tissue_blood_vs_brain_raw_v24,logistic,chr5:104020000-104024999,5,0.9884178279780631,-0.9884178279780631,98.4,1.0,-0.441101,0.014689413608152251,0.0,0.504468,0.507765,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr9,113980000,113984999,chr9:110000000-114999999,tissue_blood_vs_brain_raw_v24,logistic,chr9:113980000-113984999,5,0.9882735424450939,0.9882735424450937,114.4,1.0,0.432658,0.016941449439039913,0.0,0.598061,0.614087,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr1,63445000,63449999,chr1:60000000-64999999,tissue_blood_vs_brain_raw_v24,logistic,chr1:63445000-63449999,5,0.9881193234034885,-0.9881193234034885,103.0,1.0,-0.369774,0.044304245884146005,0.0,0.620958,0.62096,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr16,26315000,26319999,chr16:25000000-29999999,tissue_blood_vs_brain_raw_v24,logistic,chr16:26315000-26319999,5,0.9881086274801255,0.9881086274801255,104.4,1.0,0.415838,0.02228510585911208,0.0,0.574152,0.596766,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr13,45580000,45584999,chr13:45000000-49999999,tissue_blood_vs_brain_raw_v24,logistic,chr13:45580000-45584999,5,0.9880986591484513,0.9880986591484513,119.0,1.0,0.472021,0.008450176631883364,0.0,0.412326,0.429942,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr16,93600000,93604999,chr16:90000000-94999999,tissue_blood_vs_brain_raw_v24,logistic,chr16:93600000-93604999,5,0.9880907089739533,-0.9880907089739533,103.6,1.0,-0.424612,0.019347109845494377,0.0,0.586611,0.586708,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr7,141075000,141079999,chr7:140000000-144999999,tissue_blood_vs_brain_raw_v24,logistic,chr7:141075000-141079999,5,0.9880525991766561,0.9880525991766561,105.8,1.0,0.472733,0.00833827016863199,0.0,0.476074,0.488239,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr9,112185000,112189999,chr9:110000000-114999999,tissue_blood_vs_brain_raw_v24,logistic,chr9:112185000-112189999,5,0.9879974773091081,0.9879974773091081,114.2,1.0,0.417126,0.0218320969985955,0.0,0.52895,0.535833,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr1,135430000,135434999,chr1:135000000-139999999,tissue_blood_vs_brain_raw_v24,logistic,chr1:135430000-135434999,5,0.9879766616282591,-0.9879766616282591,107.4,1.0,-0.342598,0.06384121214538117,0.0,0.73674,0.737598,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr9,72130000,72134999,chr9:70000000-74999999,tissue_blood_vs_brain_raw_v24,logistic,chr9:72130000-72134999,5,0.9879578943805694,-0.9879578943805694,107.6,1.0,-0.411455,0.023884555448933076,0.0,0.67119,0.683343,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr4,132510000,132514999,chr4:130000000-134999999,tissue_blood_vs_brain_raw_v24,logistic,chr4:132510000-132514999,5,0.9879020601716999,-0.9879020601716999,112.6,1.0,-0.431838,0.0171748518008099,0.0,0.507233,0.508114,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr5,74050000,74054999,chr5:70000000-74999999,tissue_blood_vs_brain_raw_v24,logistic,chr5:74050000-74054999,5,0.9878452557275409,0.9878452557275409,107.2,1.0,0.522642,0.003046638729161716,0.0,0.601567,0.764238,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr2,25050000,25054999,chr2:25000000-29999999,tissue_blood_vs_brain_raw_v24,logistic,chr2:25050000-25054999,5,0.9878223845638198,-0.9878223845638198,110.4,1.0,-0.404174,0.026748792756458493,0.0,0.668387,0.670516,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr7,79720000,79724999,chr7:75000000-79999999,tissue_blood_vs_brain_raw_v24,logistic,chr7:79720000-79724999,5,0.9877504935273679,-0.9877504935273679,115.8,1.0,-0.368231,0.045267571651754164,0.0,0.566912,0.620753,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr6,70890000,70894999,chr6:70000000-74999999,tissue_blood_vs_brain_raw_v24,logistic,chr6:70890000-70894999,5,0.9877229354986816,0.9877229354986816,111.6,1.0,0.427484,0.0184581603817009,0.0,0.319328,0.32005,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr5,149140000,149144999,chr5:145000000-149999999,tissue_blood_vs_brain_raw_v24,logistic,chr5:149140000-149144999,5,0.987715058741597,0.987715058741597,116.8,1.0,0.494527,0.005470459347709371,0.0,0.4464,0.466463,dataset_confounded,target-associated methylation signal; mechanism not inferred
chr4,154295000,154299999,chr4:150000000-154999999,tissue_blood_vs_brain_raw_v24,logistic,chr4:154295000-154299999,5,0.9874542755595506,-0.9874542755595506,126.6,1.0,-0.35881,0.05151458875503404,0.0,0.616499,0.639348,dataset_confounded,target-associated methylation signal; mechanism not inferred
