sample_id,title,age_days,age_weeks,raw_age_value,raw_age_unit,normalized_age_unit,age_unit_source,age_parse_warning,tissue,strain,sex,intervention,dataset_batch,assay,fastq_on_disk,parse_status,raw_source_name,raw_characteristics
GSM3394587,GES15-04914-1097,182.52,26.074,6.0,months,months,parsed,,kidney,"Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ",F,control,GSE120137,RRBS,True,ok,Kidney,"strain: Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ | tissue: Kidney | age: 6mo | Sex: Female"
GSM3394588,GES15-04915-1099,182.52,26.074,6.0,months,months,parsed,,kidney,"Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ",F,control,GSE120137,RRBS,True,ok,Kidney,"strain: Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ | tissue: Kidney | age: 6mo | Sex: Female"
GSM3394589,GES15-04916-670,365.04,52.149,12.0,months,months,parsed,,kidney,"Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ",F,control,GSE120137,RRBS,True,ok,Kidney,"strain: Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ | tissue: Kidney | age: 12mo | Sex: Female"
GSM3394590,GES15-04917-774,365.04,52.149,12.0,months,months,parsed,,kidney,"Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ",F,control,GSE120137,RRBS,True,ok,Kidney,"strain: Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ | tissue: Kidney | age: 12mo | Sex: Female"
GSM3394591,GES15-04918-1210,365.04,52.149,12.0,months,months,parsed,,kidney,"Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ",F,control,GSE120137,RRBS,True,ok,Kidney,"strain: Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ | tissue: Kidney | age: 12mo | Sex: Female"
GSM3394592,GES15-04919-710,547.56,78.223,18.0,months,months,parsed,,kidney,"Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ",F,control,GSE120137,RRBS,True,ok,Kidney,"strain: Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ | tissue: Kidney | age: 18mo | Sex: Female"
GSM3394593,GES15-04920-779,547.56,78.223,18.0,months,months,parsed,,kidney,"Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ",F,control,GSE120137,RRBS,True,ok,Kidney,"strain: Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ | tissue: Kidney | age: 18mo | Sex: Female"
GSM3394594,GES15-04921-816,547.56,78.223,18.0,months,months,parsed,,kidney,"Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ",F,control,GSE120137,RRBS,True,ok,Kidney,"strain: Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ | tissue: Kidney | age: 18mo | Sex: Female"
GSM3394595,GES15-04922-1006,547.56,78.223,18.0,months,months,parsed,,kidney,"Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ",M,control,GSE120137,RRBS,True,ok,Kidney,"strain: Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ | tissue: Kidney | age: 18mo | Sex: Male"
GSM3394596,GES15-04923-1107,547.56,78.223,18.0,months,months,parsed,,kidney,"Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ",F,control,GSE120137,RRBS,True,ok,Kidney,"strain: Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ | tissue: Kidney | age: 18mo | Sex: Female"
GSM3394597,GES15-04924-789,182.52,26.074,6.0,months,months,parsed,,kidney,"Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ",F,control,GSE120137,RRBS,True,ok,Kidney,"strain: Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ | tissue: Kidney | age: 6mo | Sex: Female"
GSM3394598,GES15-04925-1098,182.52,26.074,6.0,months,months,parsed,,kidney,"Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ",F,control,GSE120137,RRBS,True,ok,Kidney,"strain: Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ | tissue: Kidney | age: 6mo | Sex: Female"
GSM3394599,GES15-04926-1121,182.52,26.074,6.0,months,months,parsed,,kidney,"Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ",F,control,GSE120137,RRBS,True,ok,Kidney,"strain: Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ | tissue: Kidney | age: 6mo | Sex: Female"
GSM3394600,GES15-04927-1140,182.52,26.074,6.0,months,months,parsed,,kidney,"Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ",F,control,GSE120137,RRBS,True,ok,Kidney,"strain: Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ | tissue: Kidney | age: 6mo | Sex: Female"
GSM3394601,GES15-04928-1250,182.52,26.074,6.0,months,months,parsed,,kidney,"Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ",F,control,GSE120137,RRBS,True,ok,Kidney,"strain: Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ | tissue: Kidney | age: 6mo | Sex: Female"
GSM3394602,GES15-04929-1307,182.52,26.074,6.0,months,months,parsed,,kidney,"Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ",M,control,GSE120137,RRBS,True,ok,Kidney,"strain: Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ | tissue: Kidney | age: 6mo | Sex: Male"
GSM3394603,GES15-04930-682,365.04,52.149,12.0,months,months,parsed,,kidney,"Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ",F,control,GSE120137,RRBS,True,ok,Kidney,"strain: Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ | tissue: Kidney | age: 12mo | Sex: Female"
GSM3394604,GES15-04931-711,365.04,52.149,12.0,months,months,parsed,,kidney,"Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ",F,control,GSE120137,RRBS,True,ok,Kidney,"strain: Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ | tissue: Kidney | age: 12mo | Sex: Female"
GSM3394605,GES15-04932-685,547.56,78.223,18.0,months,months,parsed,,kidney,"Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ",F,control,GSE120137,RRBS,True,ok,Kidney,"strain: Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ | tissue: Kidney | age: 18mo | Sex: Female"
GSM3394606,GES15-04933-692,547.56,78.223,18.0,months,months,parsed,,kidney,"Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ",F,control,GSE120137,RRBS,True,ok,Kidney,"strain: Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ | tissue: Kidney | age: 18mo | Sex: Female"
GSM3394607,GES15-04934-693,547.56,78.223,18.0,months,months,parsed,,kidney,"Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ",F,control,GSE120137,RRBS,True,ok,Kidney,"strain: Collaborative Cross strains, were developed by crossing eight unique and genetically diverseinbred mouse strains (A/J, C57BL/6J, 129S1/SvImJ, NOD/ShiLtJ, NZO/HlLtJ, CAST/EiJ, PWK/PhJ, and WSB/EiJ | tissue: Kidney | age: 18mo | Sex: Female"
